员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP1133,王雪,技术研发部,技术序列,P4,本科,深圳,2022-08-07,2.9,20269,7532,2947,1105,31853,3344,2148,26361,A,是
EMP1134,刘淑珍,技术研发部,技术序列,P4,本科,杭州,2020-10-22,4.7,16020,5407,1028,1335,23790,2497,1503,19790,B,是
EMP1135,吴斌,运营部,职能序列,P4,本科,杭州,2019-06-04,6.1,18518,8257,2237,1236,30248,3176,2019,25053,B,是
EMP1136,向莹,技术研发部,职能序列,P1,大专,成都,2022-05-18,3.1,6152,1907,349,793,9201,966,336,7899,B,是
EMP1137,张玉珍,销售部,销售序列,P4,本科,杭州,2022-12-18,2.5,16160,2972,982,740,20854,2189,1268,17397,A,是
EMP1138,吴龙,人力资源部,职能序列,P3,硕士,武汉,2016-09-03,8.8,11409,4546,1151,1494,18600,1953,1088,15559,B,是
EMP1139,庄秀华,人力资源部,销售序列,P4,大专,北京,2022-11-02,2.7,20205,4557,1949,1022,27733,2911,1818,23004,A,是
EMP1140,李旭,财务部,职能序列,P4,大专,上海,2024-04-19,1.2,20687,7927,3002,399,32015,3361,2161,26493,S,是
EMP1141,朱莹,销售部,技术序列,P3,本科,武汉,2017-02-10,8.4,11062,4835,1598,403,17898,1879,1031,14988,S,是
EMP1142,胡玉英,产品部,技术序列,P2,硕士,武汉,2024-07-21,0.9,6994,2511,894,876,11275,1183,502,9590,A,是
EMP1143,刘雪,运营部,职能序列,P1,本科,深圳,2018-05-01,7.2,8297,2728,914,1313,13252,1391,660,11201,B,是
EMP1144,张杨,财务部,职能序列,P5,本科,北京,2023-01-06,2.5,31272,9009,2986,1523,44790,4702,3183,36905,D,是
EMP1145,吴洋,产品部,技术序列,P6,本科,成都,2018-05-14,7.1,29145,7557,2495,1639,40836,4287,2866,33683,B,是
EMP1146,郑颖,销售部,产品序列,P4,本科,西安,2018-12-19,6.5,10028,2566,1451,1677,15722,1650,857,13215,B,是
EMP1147,戴欣,销售部,销售序列,P2,大专,深圳,2023-05-29,2.1,8748,2982,964,1263,13957,1465,716,11776,A,是
EMP1148,罗淑英,运营部,运营序列,P3,本科,北京,2016-11-28,8.6,17451,6550,1883,885,26769,2810,1741,22218,B,是
EMP1149,鞠波,销售部,产品序列,P4,本科,杭州,2017-10-05,7.7,21252,7513,1555,1399,31719,3330,2137,26252,A,是
EMP1150,高建华,销售部,产品序列,P5,本科,成都,2018-09-09,6.8,18990,3978,1038,316,24322,2553,1545,20224,B,是
EMP1151,张凤英,运营部,技术序列,P2,本科,西安,2017-12-12,7.6,7193,2144,1039,520,10896,1144,471,9281,C,否
EMP1152,江静,销售部,产品序列,P1,本科,成都,2022-03-10,3.3,5943,2302,483,1182,9910,1040,392,8478,A,是
EMP1153,林秀兰,运营部,产品序列,P4,本科,西安,2016-11-03,8.7,15207,4451,1433,574,21665,2274,1333,18058,B,是
EMP1154,邵瑞,运营部,技术序列,P3,本科,西安,2017-10-03,7.7,7672,2385,471,841,11369,1193,509,9667,S,是
EMP1155,陈娜,财务部,职能序列,P2,大专,深圳,2016-01-11,9.5,10018,3820,1339,1789,16966,1781,957,14228,B,是
EMP1156,卢杰,运营部,产品序列,P1,大专,杭州,2020-07-31,4.9,7056,2458,372,1049,10935,1148,474,9313,A,是
EMP1157,赵金凤,技术研发部,销售序列,P3,本科,深圳,2021-01-19,4.4,16634,4537,2218,1125,24514,2573,1561,20380,B,是
EMP1158,劳红,销售部,销售序列,P6,硕士,西安,2023-09-24,1.8,35484,14854,2271,1049,53658,5634,3892,44132,A,是
EMP1159,李华,销售部,技术序列,M1,硕士,西安,2022-08-29,2.8,16690,3317,2314,392,22713,2384,1417,18912,B,是
EMP1160,李红梅,技术研发部,职能序列,P4,本科,广州,2021-04-08,4.2,14661,6577,1802,1120,24160,2536,1532,20092,B,是
EMP1161,段莹,销售部,运营序列,P3,本科,北京,2019-04-07,6.2,17034,3162,1132,404,21732,2281,1338,18113,A,是
EMP1162,莫娟,技术研发部,销售序列,P1,大专,广州,2016-05-13,9.1,7947,1227,847,1467,11488,1206,519,9763,B,否
EMP1163,杨淑英,产品部,技术序列,P3,硕士,北京,2018-08-06,6.9,16460,6863,1337,1450,26110,2741,1688,21681,C,是
EMP1164,张春梅,运营部,职能序列,P3,本科,上海,2019-03-26,6.3,14134,3158,958,698,18948,1989,1115,15844,B,否
EMP1165,姚凤兰,技术研发部,运营序列,P4,本科,武汉,2023-12-05,1.6,16055,5922,2182,1042,25201,2646,1616,20939,A,是
EMP1166,王欢,销售部,技术序列,P3,硕士,成都,2019-03-04,6.3,11508,4526,1039,1433,18506,1943,1080,15483,A,是
EMP1167,韩婷婷,销售部,技术序列,P2,本科,深圳,2023-11-19,1.6,9829,4007,883,891,15610,1639,848,13123,C,是
EMP1168,张荣,人力资源部,职能序列,P1,硕士,上海,2021-02-02,4.4,8930,3995,598,450,13973,1467,717,11789,B,是
EMP1169,马红霞,技术研发部,职能序列,P3,大专,上海,2016-10-18,8.7,17757,4229,1568,1091,24645,2587,1571,20487,B,是
EMP1170,傅旭,产品部,技术序列,P1,本科,成都,2023-09-16,1.8,6554,2379,898,1332,11163,1172,493,9498,A,否
EMP1171,王娟,财务部,职能序列,P2,硕士,成都,2018-08-14,6.9,7727,1426,666,1222,11041,1159,483,9399,B,否
EMP1172,刘婷,客户服务部,产品序列,M2,本科,北京,2018-12-19,6.5,40673,11064,5904,1426,59067,6202,4325,48540,A,是
EMP1173,彭云,运营部,职能序列,P3,本科,广州,2024-10-31,0.7,￥14616,5910,2113,872,23511,2468,1480,19563,C,是
EMP1174,孙健,产品部,技术序列,P3,本科,杭州,2024-11-14,0.6,11667,3036,752,1576,17031,1788,962,14281,C,是
EMP1175,郑斌,运营部,销售序列,P6,硕士,北京,2023-01-04,2.5,46052,15074,3119,1693,65938,6923,4875,54140,A,是
EMP1176,李华,人力资源部,技术序列,M3,大专,杭州,2022-08-12,2.9,45623,13738,6216,1551,67128,7048,4970,55110,B,是
EMP1177,黄建华,运营部,产品序列,P4,本科,上海,2023-06-01,2.1,24767,8514,2211,543,36035,3783,2482,29770,A,是
EMP1178,胡磊,技术研发部,技术序列,P5,本科,杭州,2025-01-05,0.5,26454,11689,1334,563,40040,4204,2803,33033,B,是
EMP1179,陈艳,运营部,技术序列,P3,本科,广州,2018-03-21,7.3,14679,2447,1135,498,18759,1969,1100,15690,C,是
EMP1180,周婷婷,人力资源部,运营序列,P3,本科,北京,2020-10-07,4.7,17208,5544,1888,1106,25746,2703,1659,21384,B,是
EMP1181,许志强,客户服务部,技术序列,P3,本科,西安,2017-04-15,8.2,8651,3537,1123,1064,14375,1509,750,12116,B,是
EMP1182,周鑫,产品部,销售序列,P4,本科,成都,2022-02-08,3.4,17283,5088,1094,994,24459,2568,1556,20335,A,是
EMP1183,刘丽丽,运营部,技术序列,P4,硕士,西安,2018-07-09,7.0,16653,2890,1016,1442,22001,2310,1360,18331,B,否
EMP1184,黄秀芳,客户服务部,产品序列,P3,本科,广州,2023-04-06,2.2,14088,4482,2003,1048,21621,2270,1329,18022,B,是
EMP1185,郑琳,技术研发部,产品序列,P2,本科,武汉,2017-09-02,7.8,6905,1723,863,595,10086,1059,406,8621,B,是
EMP1186,刘岩,客户服务部,技术序列,P4,本科,广州,2018-12-24,6.5,16992,3338,1851,707,22888,2403,1431,19054,A,是
EMP1187,焦伟,运营部,技术序列,P2,本科,武汉,2025-04-08,0.2,7732,3129,981,1533,13375,1404,670,11301,B,否
EMP1188,郭楠,技术研发部,产品序列,P4,硕士,北京,2017-08-05,7.9,20599,6313,1913,1342,30167,3167,2013,24987,C,是
EMP1189,张淑英,产品部,运营序列,P4,本科,成都,2016-10-19,8.7,17757,7635,2234,1122,28748,3018,1899,23831,B,是
EMP1190,陈兵,运营部,产品序列,P4,本科,广州,2016-09-01,8.8,17945,7030,1564,1324,27863,2925,1829,23109,B,是
EMP1191,王晨,技术研发部,运营序列,P5,本科,西安,2017-11-10,7.6,13701,4903,1019,382,20005,2100,1200,16705,B,是
EMP1192,张丽丽,财务部,运营序列,P6,本科,武汉,2024-11-20,0.6,29140,4414,3581,392,37527,3940,2602,30985,B,是
EMP1193,杨红霞,产品部,技术序列,P3,本科,成都,2019-06-13,6.1,10214,2843,939,379,14375,1509,750,12116,B,否
EMP1194,李博,运营部,运营序列,P4,本科,深圳,2022-09-03,2.8,21049,4404,3118,580,29151,3060,1932,24159,A,是
EMP1195,王俊,技术研发部,销售序列,P4,本科,深圳,2024-05-25,1.1,20300,,1724,1761,32376,3399,2190,26787,B,否
EMP1196,徐丽华,销售部,运营序列,P2,本科,深圳,2025-03-30,0.3,12295,2488,1748,982,17513,1838,1001,14674,B,是
EMP1197,陈丽娟,客户服务部,职能序列,P1,本科,杭州,2022-05-20,3.1,8337,1966,1194,1270,12767,1340,621,10806,B,是
EMP1198,韩帅,客户服务部,技术序列,P2,本科,广州,2019-03-28,6.3,9626,2936,714,1363,14639,1537,771,12331,C,是
EMP1199,韩帅,运营部,职能序列,P3,博士,北京,2020-12-03,4.6,15588,3569,2023,1235,22415,2353,1393,18669,B,是
EMP1200,潘雷,技术研发部,职能序列,P4,本科,西安,2017-05-24,8.1,13970,2975,1303,605,18853,1979,1108,15766,A,是
EMP1201,邹东,运营部,运营序列,P5,本科,北京,2021-04-03,4.2,32576,10741,4617,1541,49475,5194,3558,40723,C,是
EMP1202,张杨,技术研发部,销售序列,P2,本科,杭州,2023-09-21,1.8,9014,1592,856,1355,12817,1345,625,10847,B,是
EMP1203,程秀英,技术研发部,技术序列,P2,本科,北京,2019-05-30,6.1,12699,2126,1580,586,16991,1784,959,14248,B,是
EMP1204,孟建军,产品部,技术序列,M1,本科,武汉,2023-11-06,1.7,18571,4859,1795,971,26196,2750,1695,21751,B,是
EMP1205,马秀云,人力资源部,职能序列,P2,硕士,深圳,2020-07-06,5.0,13282,4863,966,1555,20666,2169,1253,17244,B,是
EMP1206,潘霞,运营部,销售序列,P3,本科,西安,2019-01-20,6.4,11667,3691,815,952,17125,1798,970,14357,A,是
EMP1207,刘燕,运营部,技术序列,P4,硕士,广州,2021-08-11,3.9,16188,4481,1498,632,22799,2393,1423,18983,B,否
EMP1208,徐小红,市场部,技术序列,P3,大专,北京,2022-01-20,3.4,17849,5706,2240,1104,26899,2824,1751,22324,B,是
EMP1209,马亮,产品部,技术序列,P1,本科,北京,2021-07-15,4.0,7751,2012,856,1562,12181,1279,574,10328,B,是
EMP1210,李梅,客户服务部,技术序列,P1,硕士,上海,2020-11-28,4.6,9253,3986,1099,912,15250,1601,820,12829,B,是
EMP1211,李雪,市场部,职能序列,P2,本科,上海,2016-11-25,8.6,10871,1809,850,1515,15045,1579,803,12663,A,是
EMP1212,李杨,市场部,运营序列,P4,硕士,上海,2022-09-15,2.8,19263,6780,1890,988,28921,3036,1913,23972,A,是
EMP1213,傅伟,技术研发部,产品序列,P3,本科,广州,2016-06-12,9.1,13168,5496,716,1338,20718,2175,1257,17286,B,是
EMP1214,余雪,销售部,产品序列,P2,硕士,深圳,2020-11-04,4.7,7612,2977,1002,1343,12934,1358,634,10942,A,是
EMP1215,刘秀英,运营部,技术序列,P4,本科,成都,2024-03-27,1.3,11658,2392,1736,1390,17176,1803,974,14399,C,是
EMP1216,杨浩,技术研发部,技术序列,P5,本科,深圳,2019-08-13,5.9,30026,7169,2722,1303,41220,4328,2897,33995,B,是
EMP1217,翟秀兰,技术研发部,职能序列,P1,本科,西安,2022-10-08,2.7,5514,2013,281,1751,9559,1003,364,8192,B,是
EMP1218,吕坤,运营部,销售序列,P3,本科,深圳,2018-10-22,6.7,14660,2569,981,1452,19662,2064,1172,16426,B,是
EMP1219,江瑜,运营部,销售序列,P4,大专,广州,2016-04-15,9.2,14296,5626,1647,913,22482,2360,1398,18724,A,是
EMP1220,莫颖,产品部,技术序列,P2,本科,武汉,2017-01-09,8.5,6854,2506,762,1272,11394,1196,511,9687,D,是
EMP1221,冉倩,客户服务部,销售序列,P3,大专,武汉,2018-07-26,6.9,10888,4016,1402,334,16640,1747,931,13962,B,是
EMP1222,李云,技术研发部,职能序列,P4,本科,广州,2023-07-24,1.9,18871,3398,1422,1054,24745,2598,1579,20568,A,是
EMP1223,李志强,市场部,职能序列,P6,硕士,上海,2025-05-17,0.1,42616,15568,5385,978,64547,6777,4763,53007,B,是
EMP1224,宋东,客户服务部,产品序列,P5,本科,北京,2022-06-14,3.0,37011,13099,4396,1679,56185,5899,4094,46192,C,是
EMP1225,严欢,市场部,产品序列,P4,大专,杭州,2022-08-01,2.9,19801,7906,1629,524,29860,3135,1988,24737,C,是
EMP1226,蒋兰英,运营部,技术序列,P4,本科,杭州,2016-03-25,9.3,17204,2795,1798,1153,22950,2409,1436,19105,S,是
EMP1227,张欣,市场部,技术序列,P3,本科,成都,2024-07-29,0.9,10301,1616,666,1495,14078,1478,726,11874,C,是
EMP1228,宋淑珍,产品部,技术序列,P4,大专,北京,2023-07-16,2.0,18712,4900,1782,930,26324,2764,1705,21855,A,是
EMP1229,田兰英,客户服务部,技术序列,P3,本科,成都,2025-03-18,0.3,10521,2047,1453,1785,15806,1659,864,13283,S,是
EMP1230,郝成,市场部,运营序列,P2,硕士,上海,2019-01-08,6.5,13136,4170,1210,1709,20225,2123,1218,16884,C,是
EMP1231,齐岩,销售部,职能序列,P4,硕士,成都,2022-06-18,3.0,15973,6791,2139,1588,26491,2781,1719,21991,C,是
EMP1232,毛辉,技术研发部,运营序列,P4,本科,北京,2016-06-13,9.1,26285,7029,2865,354,36533,3835,2522,30176,B,是
EMP1233,金杰,技术研发部,技术序列,P3,本科,西安,2024-07-22,0.9,9771,3942,676,1522,15911,1670,872,13369,B,是
EMP1234,李欣,技术研发部,销售序列,P6,本科,北京,2024-06-24,1.0,50817,7626,5493,1271,65207,6846,4816,53545,B,是
EMP1235,林红梅,运营部,销售序列,P1,本科,杭州,2017-12-18,7.5,7179,1439,722,843,10183,1069,414,8700,B,是
EMP1236,陈峰,市场部,职能序列,P3,本科,武汉,2021-04-11,4.2,12236,1947,1099,1642,16924,1777,953,14194,C,是
EMP1237,吴琴,销售部,销售序列,P1,本科,上海,2021-10-26,3.7,8517,2115,527,1484,12643,1327,611,10705,B,是
EMP1238,黄磊,市场部,运营序列,P5,本科,西安,2023-04-22,2.2,22001,9294,2016,1482,34793,3653,2383,28757,D,是
EMP1239,莫刚,客户服务部,销售序列,P4,大专,广州,2020-12-16,4.5,20762,3718,1189,766,26435,2775,1714,21946,D,是
EMP1240,马英,技术研发部,技术序列,P3,本科,西安,2019-02-13,6.4,9904,3287,593,1777,15561,1633,844,13084,A,是
EMP1241,叶敏,销售部,产品序列,P4,硕士,西安,2018-01-13,7.5,14407,4112,1319,405,20243,2125,1219,16899,C,是
EMP1242,高帆,运营部,技术序列,P3,本科,成都,2022-07-25,2.9,12308,5311,991,1495,20105,2111,1208,16786,B,是
EMP1243,周志强,运营部,技术序列,P5,硕士,杭州,2020-11-20,4.6,26864,5017,3829,1283,36993,3884,2559,30550,B,是
EMP1244,萧鹏,销售部,技术序列,P3,博士,成都,2023-02-13,2.4,8970,1916,785,649,12320,1293,585,10442,B,是
EMP1245,刘丹丹,运营部,运营序列,P3,本科,成都,2025-02-17,0.4,13401,2128,1685,1373,18587,1951,1086,15550,S,否
EMP1246,罗建华,运营部,职能序列,P7,本科,广州,2021-07-07,4.0,44388,12436,4573,1588,62985,6613,4638,51734,B,是
EMP1247,张秀芳,技术研发部,运营序列,P2,本科,上海,2017-01-08,8.5,11810,2755,1422,1776,17763,1865,1021,14877,C,否
EMP1248,赵淑英,技术研发部,技术序列,P2,博士,北京,2021-04-09,4.2,13522,5557,1027,1569,21675,2275,1334,18066,A,是
EMP1249,芦桂英,客户服务部,销售序列,P4,博士,深圳,2019-11-26,5.6,19689,6526,2838,1078,30131,3163,2010,24958,B,是
EMP1250,卢桂兰,财务部,运营序列,M1,本科,成都,2020-07-30,4.9,15858,5300,1633,602,23393,2456,1471,19466,C,是
EMP1251,刘浩,销售部,产品序列,P3,本科,深圳,2019-09-27,5.8,15807,4893,2104,1694,24498,2572,1559,20367,B,是
EMP1252,张丽丽,人力资源部,职能序列,P1,硕士,上海,2019-08-08,5.9,6702,1189,579,796,9266,972,341,7953,B,是
EMP1253,刘明,技术研发部,技术序列,P3,大专,深圳,2023-07-07,2.0,14810,4198,888,364,20260,2127,1220,16913,B,是
EMP1254,冯佳,技术研发部,产品序列,P3,硕士,成都,2017-03-04,8.3,10973,4936,1287,1472,18668,1960,1093,15615,B,是
EMP1255,郑红梅,运营部,销售序列,P2,硕士,广州,2017-10-20,7.7,9008,3608,457,1734,14807,1554,784,12469,B,是
EMP1256,邓阳,市场部,技术序列,P4,本科,深圳,2019-09-12,5.8,17306,7234,1687,525,26752,2808,1740,22204,B,是
EMP1257,汤旭,技术研发部,运营序列,M3,本科,上海,2020-08-13,4.9,75576,30001,5235,690,111502,11707,8520,91275,B,否
EMP1258,岑成,人力资源部,销售序列,P3,本科,上海,2023-10-12,1.7,16057,2904,1810,338,21109,2216,1288,17605,B,是
EMP1259,贺勇,技术研发部,职能序列,P3,本科,武汉,2021-07-22,3.9,12186,2659,1802,1203,17850,1874,1028,14948,B,是
EMP1260,廖莹,财务部,技术序列,P3,本科,武汉,2019-03-26,6.3,10075,1520,971,942,13508,1418,680,11410,B,是
EMP1261,覃飞,产品部,技术序列,P2,硕士,广州,2023-06-06,2.1,8326,2007,1096,1157,12586,1321,606,10659,B,是
EMP1262,饶伟,销售部,技术序列,P6,硕士,深圳,2020-06-28,5.0,42634,7784,4296,610,55324,5809,4025,45490,B,是
EMP1263,孙淑珍,产品部,运营序列,P3,硕士,深圳,2025-02-14,0.4,14942,4360,1487,1145,21934,2303,1354,18277,B,是
EMP1264,林波,市场部,产品序列,P3,本科,武汉,2024-07-12,1.0,8930,3153,1277,1714,15074,1582,805,12687,S,是
EMP1265,刘飞,技术研发部,技术序列,P4,硕士,北京,2022-03-03,3.3,26468,10914,3678,717,41777,4386,2942,34449,A,是
EMP1266,耿瑜,技术研发部,销售序列,P3,本科,杭州,2016-05-30,9.1,12630,4733,1623,1140,20126,2113,1210,16803,A,是
EMP1267,贾杰,市场部,运营序列,P4,本科,上海,2021-02-05,4.4,17110,7384,1362,1327,27183,2854,1774,22555,A,是
EMP1268,史红,市场部,技术序列,P1,大专,北京,2016-12-26,8.5,10144,1685,1060,1552,14441,1516,755,12170,B,是
EMP1269,左金凤,财务部,运营序列,P5,本科,上海,2019-07-12,6.0,29800,4578,2157,1265,37800,3969,2624,31207,S,是
EMP1270,郭秀珍,产品部,职能序列,P7,硕士,西安,2018-10-30,6.7,34709,12092,3276,1789,51866,5445,3749,42672,B,是
EMP1271,梁俊,运营部,技术序列,P4,本科,西安,2019-08-17,5.9,11065,2620,1089,427,15201,1596,816,12789,A,是
EMP1272,丁玉,销售部,技术序列,M1,本科,北京,2017-04-19,8.2,33245,7515,4427,1745,46932,4927,3354,38651,A,是
EMP1273,许红梅,运营部,销售序列,P2,本科,西安,2024-08-30,0.8,6263,1561,874,582,9280,974,342,7964,B,是
EMP1274,谢桂英,技术研发部,产品序列,P3,本科,武汉,2020-07-13,5.0,10472,2418,957,1362,15209,1596,816,12797,A,是
EMP1275,胡秀梅,人力资源部,运营序列,P4,大专,武汉,2021-10-08,3.7,15977,4847,827,724,22375,2349,1390,18636,C,是
EMP1276,鞠洁,技术研发部,产品序列,P4,本科,杭州,2025-04-01,0.2,19856,5600,2703,1448,29607,3108,1968,24531,A,否
EMP1277,方秀兰,产品部,技术序列,P3,本科,北京,2016-01-05,9.5,16133,4900,1087,965,23085,2423,1446,19216,B,是
EMP1278,尹畅,客户服务部,技术序列,P3,本科,上海,2023-05-17,2.1,12621,4440,1415,1656,20132,2113,1210,16809,C,是
EMP1279,熊雪梅,技术研发部,产品序列,P2,硕士,深圳,2022-01-31,3.4,10120,2693,531,1279,14623,1535,769,12319,B,是
EMP1280,温云,人力资源部,技术序列,P3,本科,上海,2021-03-07,4.3,16217,3655,1458,1376,22706,2384,1416,18906,A,否
EMP1281,陆静,财务部,技术序列,P2,本科,成都,2020-08-19,4.9,7054,1409,1048,1071,10582,1111,446,9025,B,是
EMP1282,徐俊,运营部,销售序列,P4,本科,武汉,2016-08-10,8.9,14751,3759,886,942,20338,2135,1227,16976,B,是
EMP1283,林琴,财务部,销售序列,P2,本科,广州,2018-02-07,7.4,10071,3751,930,654,15406,1617,832,12957,D,是
EMP1284,张岩,技术研发部,职能序列,P1,大专,广州,2021-10-24,3.7,7652,2884,617,1241,12394,1301,591,10502,C,是
EMP1285,孙玉华,产品部,销售序列,P4,大专,武汉,2020-01-21,5.4,12281,4299,1725,1391,19696,2068,1175,16453,B,是
EMP1286,杨勇,人力资源部,技术序列,P4,硕士,成都,2022-12-25,2.5,18650,4106,2553,1001,26310,2762,1704,21844,D,是
EMP1287,陶雷,技术研发部,销售序列,P6,本科,广州,2024-06-25,1.0,37458,12227,2763,1418,53866,5655,3909,44302,S,否
EMP1288,李飞,产品部,技术序列,P4,硕士,西安,2021-08-03,3.9,14037,4508,815,1025,20385,2140,1230,17015,S,是
EMP1289,袁小红,技术研发部,销售序列,P3,博士,武汉,2023-01-05,2.5,11759,3472,1325,1684,18240,1915,1059,15266,C,是
EMP1290,马建平,技术研发部,销售序列,P5,本科,广州,2020-12-15,4.5,32712,10304,2735,1776,47527,4990,3402,39135,A,是
EMP1291,郭宇,市场部,职能序列,P3,本科,武汉,2024-07-09,1.0,8604,2560,1008,1694,13866,1455,709,11702,A,否
EMP1292,陆英,技术研发部,销售序列,P1,本科,杭州,2016-07-30,8.9,7151,2285,380,1617,11433,1200,514,9719,A,是
EMP1293,邓兰英,财务部,运营序列,P4,硕士,深圳,2018-04-13,7.2,15177,5534,961,1719,23391,2456,1471,19464,B,是
EMP1294,李秀华,运营部,技术序列,P6,硕士,深圳,2018-12-29,6.5,42254,7727,5012,841,55834,5862,4066,45906,B,是
EMP1295,徐兰英,销售部,产品序列,P3,本科,上海,2022-02-27,3.3,16555,6206,1179,1549,25489,2676,1639,21174,B,是
EMP1296,柏洋,技术研发部,运营序列,P2,硕士,成都,2017-06-20,8.0,7753,1479,1052,1291,11575,1215,526,9834,A,是
EMP1297,陈华,技术研发部,技术序列,P2,大专,武汉,2019-03-25,6.3,7003,1190,391,693,9277,974,342,7961,B,是
EMP1298,黄伟,技术研发部,运营序列,P2,博士,北京,2020-11-29,4.6,8954,3965,640,804,14363,1508,749,12106,C,否
EMP1299,陆玉英,运营部,销售序列,P3,硕士,上海,2023-10-31,1.7,16570,7242,2483,871,27166,2852,1773,22541,B,是
EMP1300,陈帆,运营部,技术序列,P4,本科,上海,2021-06-08,4.1,25795,4336,2406,1442,33979,3567,2318,28094,B,是
EMP1301,胡婷婷,技术研发部,职能序列,P1,本科,武汉,2017-05-12,8.1,5202,1472,625,911,8210,862,256,7092,D,是
EMP1302,杨颖,客户服务部,销售序列,P7,大专,武汉,2016-04-28,9.2,40427,8322,2759,760,52268,5488,3781,42999,B,是
EMP1303,邵婷婷,技术研发部,销售序列,P5,本科,上海,2023-01-24,2.4,25751,7612,2858,909,37130,3898,2570,30662,A,是
EMP1304,郑倩,人力资源部,销售序列,P4,硕士,上海,2022-10-29,2.7,23164,9243,2840,891,36138,3794,2491,29853,S,否
EMP1305,王莹,运营部,运营序列,P5,本科,深圳,2024-12-17,0.5,29231,12720,2380,1743,46074,4837,3285,37952,A,是
EMP1306,卞勇,销售部,销售序列,P1,大专,北京,2018-09-07,6.8,7949,2704,1056,724,12433,1305,594,10534,B,是
EMP1307,李晨,运营部,职能序列,P3,本科,西安,2023-12-17,1.5,9214,2360,1016,1713,14303,1501,744,12058,A,是
EMP1308,刘雷,销售部,技术序列,P4,博士,上海,2017-10-10,7.7,20922,6925,1860,1743,31450,3302,2116,26032,B,是
EMP1309,李利,产品部,运营序列,P5,本科,西安,2019-06-26,6.0,21210,5166,2243,1301,29920,3141,1993,24786,A,是
EMP1310,周莉,销售部,职能序列,P5,本科,深圳,2022-03-06,3.3,25849,10932,2783,949,40513,4253,2841,33419,C,是
EMP1311,许丽,技术研发部,技术序列,P2,本科,上海,2016-02-26,9.4,11037,4537,734,1282,17590,1846,1007,14737,B,是
EMP1312,李秀云,销售部,职能序列,P7,博士,广州,2022-03-12,3.3,46805,14859,4225,1014,66903,7024,4952,54927,C,是
EMP1313,赵桂芝,人力资源部,职能序列,P2,硕士,上海,2020-07-29,4.9,10061,2489,848,1447,14845,1558,787,12500,C,是
EMP1314,苏婷,销售部,技术序列,P6,本科,武汉,2017-01-16,8.5,34036,8101,3066,1777,46980,4932,3358,38690,S,是
EMP1315,贾梅,市场部,运营序列,M1,大专,成都,2018-07-09,7.0,16192,2591,2041,860,21684,2276,1334,18074,B,是
EMP1316,姜梅,运营部,职能序列,P2,大专,成都,2025-06-08,0.1,7164,2827,703,889,11583,1216,526,9841,S,是
EMP1317,王畅,人力资源部,运营序列,P4,大专,上海,2017-04-09,8.2,19381,5525,2791,549,28246,2965,1859,23422,C,是
EMP1318,刘彬,运营部,技术序列,P1,本科,杭州,2021-03-05,4.3,8936,2212,709,1474,13331,1399,666,11266,B,是
EMP1319,吴丽,技术研发部,技术序列,P3,硕士,广州,2017-04-26,8.2,13585,3957,1243,1685,20470,2149,1237,17084,A,是
EMP1320,公秀珍,技术研发部,产品序列,P3,本科,北京,2023-04-07,2.2,14423,5706,1856,1412,23397,2456,1471,19470,A,是
EMP1321,赵建平,产品部,销售序列,P4,硕士,上海,2025-05-01,0.2,24875,4661,2601,1077,33214,3487,2257,27470,B,是
EMP1322,张琴,技术研发部,技术序列,P7,本科,西安,2017-09-22,7.8,38341,15616,4014,1108,59079,6203,4326,48550,C,是
EMP1323,徐秀芳,销售部,运营序列,P4,本科,北京,2021-08-03,3.9,23194,9724,1283,1006,35207,3696,2416,29095,B,是
EMP1324,杨杨,技术研发部,技术序列,P3,本科,广州,2024-01-14,1.5,12213,5300,1097,599,19209,2016,1136,16057,C,是
EMP1325,杨志强,客户服务部,产品序列,P5,本科,上海,2019-04-10,6.2,28867,7772,2224,894,39757,4174,2780,32803,B,是
EMP1326,黄凤兰,产品部,销售序列,M1,本科,杭州,2021-09-15,3.8,24036,5171,3603,386,33196,3485,2255,27456,S,是
EMP1327,陆桂香,技术研发部,职能序列,P1,本科,深圳,2023-11-29,1.6,7719,2023,623,889,11254,1181,500,9573,D,是
EMP1328,张波,销售部,技术序列,M2,大专,杭州,2019-01-24,6.4,43482,10865,6020,1762,62129,6523,4570,51036,S,是
EMP1329,朱旭,运营部,产品序列,P1,本科,武汉,2020-08-28,4.8,4747,962,558,461,6728,706,138,5884,C,是
EMP1330,陆丽丽,人力资源部,技术序列,P5,本科,杭州,2025-05-12,0.1,32332,10740,2718,1009,46799,4913,3343,38543,B,是
EMP1331,许欢,财务部,运营序列,P2,博士,西安,2021-05-30,4.1,7311,2142,762,1205,11420,1199,513,9708,S,是
EMP1332,陈文,运营部,职能序列,P2,本科,深圳,2021-04-18,4.2,11612,4757,1556,1643,19568,2054,1165,16349,B,是
EMP1333,邹强,技术研发部,技术序列,P3,硕士,武汉,2018-09-25,6.8,11439,1826,1582,825,15672,1645,853,13174,D,是
EMP1334,王辉,客户服务部,技术序列,P4,本科,深圳,2021-02-13,4.4,19633,6737,1296,1281,28947,3039,1915,23993,D,是
EMP1335,蒙华,客户服务部,产品序列,P3,硕士,成都,2022-03-07,3.3,11765,4457,987,738,17947,1884,1035,15028,A,否
